Index,Authors,Article Title,,Publication Year,Abstract,Suitability,Confidence,Keyword
168,Corton,Impact of vegetation type and pre-processing on product yields and properties following hydrothermal conversion of conservation biomass et al.,,2021,"Changes in agricultural practices and land abandonment across less favoured areas have led to an increase in land management for nature conservation. Substantial areas of vegetation are cut annually for habitat management, but the conservation biomass generated is generally discarded. Samples of two types of conservation biomass harvested from marginal sites dominated by rushes (Juncus spp) or bracken (Pteridium aquilinum) were washed and pressed to generate fluid and fibrous process streams using the Integrated Generation of Solid Fuel and Biogas from Biomass (IFBB) process. Previous work established the fluid from the IFBB process could be anaerobically digested to generate enough energy for the washing and pressing stages. The current study focussed on the fibrous process stream, subjecting material to hydrothermal conversion and investigated the extent to which i) vegetation type, ii) the impact of pre-treatment by hot water washing and pressing (partial demineralisation) and iii) hydrothermal conversion route (hydrothermal carbonisation or hydrothermal liquefaction) affected the yields, relative proportions, and characteristics of products generated. Feedstock source had substantially more effect on product chemistry than product yields. The most effective process route for combustion fuel production was based on hydrothermal carbonisation of pre-processed feedstock. However, if bio-oil production was to be the priority product in a biorefinery, then biomass pre-processing would not be required.",no,0.9,biomass conversion
169,Duguma,Ecosystem-Based Approaches to Bioenergy and the Need for Regenerative Supply Options for Africa et al.,,2020,"Energy supply systems in the tropics and subtropics are marred with considerable negative impacts on ecosystems, for example, forest loss and habitat destruction. This document examines the role of ecosystems in household energy supply in Africa and explores pathways to ecosystem-based approaches to bioenergy generation by building on the regenerative economy concept. An ecosystem-based approach to bioenergy is an energy supply and utilization mechanism aimed at enhancing sustainable management of the sources of ecosystems with minimal trade-offs on/from other sectors directly linked to energy issues. Our analysis revealed that about 87% of energy supply to the population originated from agroecosystems and is challenged by the severe ecosystem degradation happening due to natural and anthropogenic factors. However, ecosystem restoration and effective use of agricultural residues could provide hope for making energy supply sustainable. Our analysis showed that restoring sparsely vegetated areas and degraded forest and savannahs, promotion of agroforestry in degraded agricultural lands, and use of agricultural residues could generate close to 71 billion gigajoules (GJ) of energy and provide sufficient energy for about 2.5 billion people if implemented in all potential areas identified. Ecosystem-based approaches to bioenergy along with a well-balanced involvement of sectors and industry actors coupled with knowledgeable management of the ecosystem could lead to beneficial outcomes for the society and environment.",no,0.95,bioenergy
170,Tong,Environmentally sustainable transitions of US district energy systems: Perspectives from infrastructure operators/designers through the co-evolutionary lens et al.,,2020,"Advanced district energy systems can improve local sustainability through reducing energy used for heating and cooling buildings. However, district energy systems (DESs) and their transitions are overlooked by US communities in their sustainable agendas. This research applied the multi-level perspective and co-evolutionary framework to investigate DESs' transition context and niche level practices from DES operators'/designers' perspectives. Document review approach was adopted to delineate DESs' transition context. Fourteen semi-structured interviews were conducted to investigate DES operators'/designers' visions and how they interact with factors related to ecosystems, technology, institutions, and users for near-term transitions. This research found that DESs in the US served about 10% and 12% of fully air-conditioned floor space for heating and cooling, respectively. About 93% of services provided by DESs in the US were powered by fossil fuels, and 79% of DESs distributed steam. Current federal and state policies play limited role in promoting DESs, while local policies can only encourage niche-level innovations. Results from interviews demonstrated that DES operators/designers foresaw that DESs would move toward the advanced ones. DES operators/designers were motivated by the users' demand and emerging local policy preferences to take action. Thus, DES operators/designers emphasized the importance of working closely with users and policymakers, engaging potential customers, and tapping into technical expertise during the process of transition. These results indicate that DES operators/designers took on many responsibilities with limited policy and market support. With low pressure to select DESs as a key sustainability tool at the regime level, the sustainable transition of DESs in the U.S. may only remain at the niche level. (c) 2020 Elsevier Ltd. All rights reserved.",no,0.95,district energy systems
171,Mueller,The energy potential of soft rush (Juncus effususL.) in different conversion routes et al.,,2020,"Background Rushes are prominent wetland plants that are well adapted to conditions of waterlogging. Tall rushes like soft rush (Juncus effususL.) tend to dominate the vegetation and offer a great biomass potential. Removing rush biomass is often necessary to enhance various ecosystem services of wetlands. There is an urgent need for sustainable use of the removed biomass apart from expensive composting ore useless landfill. Methods We investigated three alternative energy utilisation routes for soft rush biomass and evaluated their energetic potential: biomethanisation via wet fermentation technique (a), biomethanisation via solid-state fermentation technique (b) and combustion (c). Batch experiments (a), experimental fermenters (b), and thermo-calorimetric equipment (c) were used to measure energy output per unit rush biomass input. Results The wet fermentation technique had significantly higher biogas yields than solid-state fermentation (399 L(N)kg(-1)oDM compared to 258 L(N)kg(-1)oDM). These yields constitute 59 and 43%, respectively, of the biogas potential of maize silage as a reference. Solid-state fermentation technique needs longer retention time compared to wet co-digestion to earn comparable methane yields. Soft rush biomass shows high heating values (15.06 MJ kg FMw15-1) compared to other herbaceous solid fuels. Conclusions Low costs for substrate production make energetic utilisation ofJuncus effususan interesting alternative, if short distances between fields and biomass conversion plant can be realised. All investigated conversion routes appear promising, provided that the substrate specifics are considered in the design of the conversion technique. Besides the size of the rush dominated area and the distribution of these areas in the landscape, the investment costs and the subsidies for the conversion plant play a pivotal role in the selection of the preferred conversion path.",no,0.9,biomass energy utilization
172,Degreef,"Edible mushrooms, a vulnerable ecosystem service from African miombo woodlands et al.",,2020,"Description of the subject. Edible mushrooms are highly valuable non-wood forest products exploited for food and trade by local populations in the miombo area. Fungal diversity and natural production of edible mushrooms in African miombo woodlands are assessed and quantified for the first time.Objectives. The study aims to characterize the mycodiversity and compare the natural production in different miombo types to help manage this vulnerable ecosystem service.Method. A standardized data collection method was used in three study sites with different miombo types of Burundi and DR Congo. Sixty field surveys were conducted weekly in 22 permanent plots during fruiting periods.Results. The study revealed a high variation in mycodiversity according to the miombo type. Based on fresh biomass production and compared to saprotrophic taxa, it is shown that ectomycorrhizal fungi represent the most productive edible fungal component in African miombo woodlands.Conclusions. Since ectomycorrhizal host trees are systematically felled for fuelwood and charcoal production, their obligate symbiotic fungal partners are particularly vulnerable. It is suggested that for sustaining ecosystem services delivered by wild edible ectomycorrhizal fungi, forests dominated by host trees from the genera Julbernardia, Brachystegia, Isoberlinia, Uapaca and Alarquesia, should be separed from clear-felling or frequent and excessive coppicing.",no,0.9,edible mushrooms
173,Bruce,"Sustainable fuel, food, fertilizer and ecosystems through a global artificial photosynthetic system: overcoming anticompetitive barriers et al.",,2015,"This article discusses challenges that artificial photosynthetic (AP) systems will face when entering and competing in a global market characterized by established fossil fuel technology. It provides a perspective on the neoliberal principles underpinning much policy entrenching such environmentally destructive technology and outlines how competition law could aid overcoming these hurdles for AP development. In particular, it critiques the potential for competition law to promote a global AP initiative with greater emphasis on atmospheric carbon dioxide and nitrogen fixation (as well as solar-driven water splitting) to produce an equitable, globally distributed source of human food, fertilizer and biosphere sustainability, as well as hydrogen-based fuel. Some relevant strategies of competition law evaluated in this context include greater citizen-consumer involvement in shaping market values, legal requirements to factor services from the natural environment (i.e. provision of clean air, water, soil pollution degradation) into corporate costs, reform of corporate taxation and requirements to balance maximization of shareholder profit with contribution to a nominated public good, a global financial transactions tax, as well as prohibiting horizontal cartels, vertical agreements and unilateral misuse of market power.",no,0.9,artificial photosynthesis
174,Ferrario,"COMPOSITE ASSESSMENT OF PRODUCTIVE, PROTECTIVE AND RECREATIONAL FUNCTIONS IN FOREST PLANNING et al.",,2014,"Woodland covers about one third of Italy. No longer just a source of products for fuels and buildings, forests also have a protective function against natural disasters like landslides and they also serve as recreational areas for people.Our primary goal was to define an overall method for assessing the possible uses of woodland areas to help those preparing forest planning instruments for evaluating the productive, protective and recreational functions of the woodlands. We quantified, using Geographical Information System (GIS) technology, three indices to evaluate separately these functions and then obtain the composite value for each area. We also used hierarchical analysis (AHP) as an instrument for integrating the preferences of local stakeholders in the assessment process. Three possible scenarios were created that simulated the possible preferences of the decision-makers, and different weights were assigned using a pairwise comparison method (on the basis of the Saaty scale) as envisaged by the hierarchical analysis. The method was applied to a mountainous municipality of northern Italy within the Lombardy Region. The application demonstrated that the method, being transparent and understandable, is helpful for decision-makers. Further development should include applying the methodology to a larger area, adding ecological value to the wood products and introducing an economic value to the wood functions.",no,0.95,forest management
175,Hall,Bioenergy options for New Zealand: key findings from five studies et al.,,2013,"Studies on bioenergy opportunities available to New Zealand found wood from plantation forests is the largest biomass resource and the one with most potential to expand. The use of municipal solid wastes and industrial effluents for energy gave significant environmental benefits, but makes a small contribution to total energy demand. The potential of plantation forests to create a carbon store, garner environmental benefits, and create lumber and energy supplies are substantial. After considering several aspects, including domestic energy supply and demand, key to maximizing these benefits for New Zealand is the development of biomass to liquid fuels conversion technologies, focused on wood to drop-in liquid fuels. Establishment of large-scale woody biomass resources producing multiple products including energy could mitigate risks associated with other bioenergy options byBeing based on an existing industry;Not impacting exports from arable and high-value pastoral land;Acting as significant long-term energy store;Providing carbon sequestration during establishment and growing phases and additional carbon stocks from new forest area;Providing environmental services, stabilizing erosion prone land, providing low-input ( fertilizer, pesticides) land use, and improving water quality;Producing sustainable coproducts, traditional timber products, and high value biomaterials and chemicals;Providing the forest industry with a significant alternative market for low value log products;Stimulating regional development;Providing year round biomass supply.The opportunity to substitute fossil fuels with domestically produced biofuels could bring long-term economic and environmental benefits to the country through better utilizing New Zealand's natural capital. (C) 2013 John Wiley & Sons, Ltd.",no,0.95,bioenergy
177,Mishra,AI Business Models and Its Impact on Business Strategic Framework et al.,,2023,"Recently, a lot of research was done on how to evolve the artificial intelligence business model framework. However, one issue was still undeveloped, which was immature to understand. This has been vital for budding and progressive managers, policy decision makers, and academics alike, namely, how businesses transform and develop their AI business models framework to accomplish continuous value formation. Businesses, which achieve to make value over prolonged stages of time effectively, figure, acclimate and recommence their business models with AI technology to fuel such value formation. Sketch on verdicts from a research program on uninterruptedly budding businesses is given. This paper categorizes three perilous competences, namely, an alignment towards investigating with and manipulating innovative business openings, a well-adjusted use of properties, as well as attaining lucidity between management, ethos, and member of staff obligations, together they all decisive key maneuvering schedules. We conclude the paper by signifying the consequences for AI business model framework research and experts and by providing a tool for executives which permits them to reproduce and classify perilous problems relevant for shifting and emerging their business model to sustain value creation. In this paper, we try to explore the keys of Business Model Framework, which will revolutionize business market ecosystem.",no,0.95,ai business models
178,ElKashlan,Intrusion Detection for Electric Vehicle Charging Systems (EVCS) et al.,,2023,"The market for Electric Vehicles (EVs) has expanded tremendously as seen in the recent Conference of the Parties 27 (COP27) held at Sharm El Sheikh, Egypt in November 2022. This needs the creation of an ecosystem that is user-friendly and secure. Internet-connected Electric Vehicle Charging Stations (EVCSs) provide a rich user experience and add-on services. Eventually, the EVCSs are connected to a management system, which is the Electric Vehicle Charging Station Management System (EVCSMS). Attacking the EVCS ecosystem remotely via cyberattacks is rising at the same rate as physical attacks and vandalism happening on the physical EVCSs. The cyberattack is more severe than the physical attack as it may affect thousands of EVCSs at the same time. Intrusion Detection is vital in defending against diverse types of attacks and unauthorized activities. Fundamentally, the Intrusion Detection System's (IDS) problem is a classification problem. The IDS tries to determine if each traffic stream is legitimate or malicious, that is, binary classification. Furthermore, the IDS can identify the type of malicious traffic, which is called multiclass classification. In this paper, we address IoT security issues in EVCS by using different machine learning techniques and using the native IoT dataset to discover fraudulent traffic in EVCSs, which has not been performed in any previous research. We also compare different machine learning classifier algorithms for detecting Distributed Denial of Service (DDoS) attacks in the EVCS network environment. A typical Internet of Things (IoT) dataset obtained from actual IoT traffic is used in the paper. We compare classification algorithms that are placed in line with the traffic and contain DDoS attacks targeting the EVCS network. The results obtained from this research improve the stability of the EVCS system and significantly reduce the number of cyberattacks that could disrupt the daily life activities associated with the EVCS ecosystem.",no,0.95,iot security
179,Englund,Large-scale deployment of grass in crop rotations as a multifunctional climate mitigation strategy et al.,,2023,"The agriculture sector can contribute to climate change mitigation by reducing its own greenhouse gas (GHG) emissions, sequestering carbon in vegetation and soils, and providing biomass to substitute for fossil fuels and other GHG-intensive products. The sector also needs to address water, soil, and biodiversity impacts caused by historic and current practices. Emerging EU policies create incentives for cultivation of perennial plants that provide biomass along with environmental benefits. One such option, common in northern Europe, is to include grass in rotations with annual crops to provide biomass while remediating soil organic carbon (SOC) losses and other environmental impacts. Here, we apply a spatially explicit model on >81,000 sub-watersheds in EU27 + UK (Europe) to explore the effects of widespread deployment of such systems. Based on current accumulated SOC losses in individual sub-watersheds, the model identifies and quantifies suitable areas for increased grass cultivation and corresponding biomass- and protein supply, SOC sequestration, and reductions in nitrogen emissions to water as well as wind and water erosion. The model also provides information about possible flood mitigation. The results indicate a substantial climate mitigation potential, with combined annual GHG savings from soil-carbon sequestration and displacement of natural gas with biogas from grass-based biorefineries, equivalent to 13%-48% of current GHG emissions from agriculture in Europe. The environmental co-benefits are also notable, in some cases exceeding the estimated mitigation needs. Yield increases for annual crops in modified rotations mitigate the displacement effect of increasing grass cultivation. If the grass is used as feedstock in lieu of annual crops, the displacement effect can even be negative, that is, a reduced need for annual crop production elsewhere. Incentivizing widespread deployment will require supportive policy measures as well as new uses of grass biomass, for example, as feedstock for green biorefineries producing protein concentrate, biofuels, and other bio-based products.",no,0.9,grass cultivation in agriculture
180,Syrbe,"Residential Heating Using Woody Biomass in Germany-Supply, Demand, and Spatial Implications et al.",,2022,"Low-carbon energy requires more land than the non-renewable resources. This paper balances holistic assessments of the land demands for biomass heating and their ecosystem services. It is predicted that biomass will continue to play an important role in the heating sector in Germany by 2050, as it is one way to increase the use of renewable energy and reduce CO2 emissions. To balance this out, it is important to ensure that the substitution of fossil fuels with fuelwood does not result in losses in biodiversity, natural forest, and agricultural land. Based on the observed types of fuel demand, the need for space in terms of the growing area is characterized as the corresponding land under the consideration of a given land-use type. Formulas have been applied at the federal level in Germany. The area required to supply an average German household is 0.64 ha if all the wood harvested is used for energy purposes, but this is in competition with all other types of timber use. Fuelwood from thinning alone cannot meet the domestic demand. However, a sustainable supply of woody biomass is possible if residues mainly from forestry and the wood processing industry are used, causing a land demand of 2.69 ha per house, possibly in combination with smaller shares of the above-mentioned types of use. Thus, the shares of pellets and wood chips for heating purposes should be expanded, which would also bring ecological advantages. The qualitative consideration of forest ecosystem services shows that changing the forest composition or management may increase the fuelwood supply but does not necessarily decrease forest ecological services.",no,0.9,biomass heating
181,Sil,Fine-tuning the BFOLDS Fire Regime Module to support the assessment of fire-related functions and services in a changing Mediterranean mountain landscape et al.,,2022,"Fire simulation models are useful to advance fire research and improve landscape management. However, a better understanding of these tools is crucial to increase their reliability and expansion into research fields where their application remains limited (e.g., ecosystem services). We evaluated several components of the BFOLDS Fire Regime Module and then tested its ability to simulate fire regime attributes in a Mediterranean mountainous landscape. Based on model outputs, we assessed the landscape fire regulation capacity over time and its implications for supporting the climate regulation ecosystem service. We found that input data quality and the adjustment of fuel and fire behaviour parameters are crucial to accurately emulating key fire regime attributes. Besides, the high predictive capacity shown by BFOLDS-FRM allows to reliably inform the planning and sustainable management of fire-prone mountainous areas of the Mediterranean. Moreover, we identified and discussed modelling limitations and made recommendations to improve future model applications.",no,0.95,fire simulation models
182,Das,An IoT business model for public sector retail oil outlets et al.,,2022,"Purpose The fuel retailing landscape in India is undergoing a structural shift with the reforms undertaken by the government that would help the private and foreign firms to enter this market. India is poised to become the world's largest growth market for energy by the mid-2020s. IoT has become an integral digital technology for the fuel retailers in the retail oil outlet (ROO) ecosystem. The purpose of this paper is to develop an Internet of Things (IoT) business model for the Indian oil marketing companies (OMCs') ROOs. Design/methodology/approach Using literature review along with a survey among 660 respondents led to 402 valid observations, and the variables that contributed to IoT adoption at the OMCs' ROOs were identified. Using the BMC tool (Osterwalder and Pigneur, 2009), the relative importance of the variables within each building block was established. The means of all the variables were measured against the average of all the variables, and significant differences were searched for in each block. The notable differences of the means along with significant high and low means were highlighted. Findings This paper depicts empirical research that led to a framework of an IoT business model for Indian public sector ROOs. It also represents the usefulness of the Technology-Organization-Environment framework at the OMCs ROOs and extends the literature by incorporating data security to the existent framework of technology, organization and environment within the IoT ecosystem. Research limitations/implications The outcome of the research should be analysed in the Indian context as all the respondents were from India. The study was conducted for the ROOs of Indian Oil Corporation Limited, Hindustan Petroleum Corporation Limited and Bharat Petroleum Corporation Limited and excluded their downstream operations. The dispensers in the OMCs vary along with their marketing strategies in the retail segments. The IoT business model can be customized for a particular OMC, which is scope of further research. Practical implications The study has practical implications for those global fuel retailers embarking on the IoT adoption drive at their ROOs about the need to install data security measures in the connected IoT environment. The study provides insights on how the OMCs can stay ahead of competition in the Indian market vis-a-vis the private sector fuel retailers by embracing the IoT business model. Social implications The new emerging technological business models provide competitive edge to those organizations adopting them (Barney, 1991; Clemons and Row, 1991; Feeny and Ives, 1990). The study will enable the OMCs to implement the IoT business model at their ROOs for enhancing their revenue streams and profitability and lowering of operating costs. The study provides insights on how the OMCs can stay ahead of competition in the Indian market vis-a-vis the private sector fuel retailers by embracing the IoT business model. Originality/value The contribution of the paper is that it is among the first to map the variables that contribute to IoT adoption at the OMCs' ROOs, within the building blocks of the BMC tool (Osterwalder and Pigneur, 2009), according to their importance. To retain their dominance and have a first-mover competitive advantage, this study enables the OMCs to adopt the IoT business model and transform their ROOs into Internet-connected intelligent fuel outlets.",no,0.95,iot business model
183,Orozco,Supportive Business Environments to Develop Grass Bioeconomy in Europe et al.,,2021,"Grasslands cover almost half of the total European agricultural area and are the source of a wide range of public goods and services. Yet, their potential to produce innovative bio-based products, such as paper and plastic, remains widely untapped. We employ a multiple case study approach and implement the Business Environment Framework by Adamseged and Grundmann (2020) on eighteen alternative grass-based businesses to investigate the interdependencies between these successful business models and their business environments. The subsequent analysis reveals that the deployment of funds and policies to support alternative grass-based products remains low in most regions of Europe. Our findings highlight that aligned funding mechanisms that incorporate and promote the specific benefits generated by grass-producing and grass-processing businesses are key to overcoming the barriers related to the competition of bio-based products with the established fossil-fuels-based economic system. To make alternative grass-based markets more dynamic, increasing consumer awareness through adequate marketing is perceived as an important aspect. Capacity building and alignment efforts need to be strengthened and coordinated at local and higher levels to enable the replication and scale-up of novel grass-based businesses in Europe and beyond.",no,0.95,grass-based products
184,Yang,Adoption of perennial energy crops in the US Midwest: Causal and heterogeneous determinants et al.,,2021,"The success of a bioenergy policy relies largely on the wide adoption of perennial energy crops at the farm-scale. This study uses survey data to examine potential adoption decisions by farmers in the US Midwest and the causal effects of various direct and indirect influencing factors, especially heterogeneous preferences of farmers. A Bayesian network (BN) model is developed to delineate the causal-relationship between farmers adoption decisions and the influencing factors. We find a dominating role of economic factors and a non-negligible impact of non-economic factors, such as the perceived environmental benefits and the extent of familiarity with perennial energy crops. To examine the effect of heterogeneity in farmer preferences, we classify the surveyed farmers into four categories based on their attitudes toward the economic, social, and environmental dimensions of perennial energy crops. We identify statistically significant between-group differences in the responses of the four types of farmers to the various influencing factors. Our findings contribute to disentangling the complicated motivations that will influence perennial energy crop adoption decisions and provide implications for more targeted policy development that need to consider the heterogeneous drivers of farmer decisions about land use.",no,0.9,farmer adoption
185,Pignagnoli,Carbon Footprint of Honey in Different Beekeeping Systems et al.,,2021,"Life Cycle Assessment (LCA) has been increasingly used for the improvement of the environmental performance of products and services, including agro-food chains. Pollination by honeybees can be regarded as one of the functions of an apicultural system and is of utmost importance for both natural ecosystems and agriculture. Furthermore, the beekeeping chain can represent an instrument for the protection and conservation of honeybee diversity when local subspecies are used. The Carbon Footprint of honey evaluates greenhouse gas emissions throughout the Life Cycle Assessment-more specifically, emissions of carbon dioxide, nitrous oxide, and methane. To this aim, data from beekeeping farms were collected, including data on annual honey production, other hive products, the geographical locations of the apiaries, processing plants, technologies used, and fuel and energy consumption. Based on the ISO 14040 method for the use of Life Cycle Assessment, the Carbon Footprints that were calculated for honey ranged from 1.40 to 2.20 kg CO(2)e/kg of honey for migratory beekeeping and from 0.380 to 0.48 kg CO(2)e/kg of honey for non-migratory beekeeping. The movements for the management of migratory beehives (on average, 44 km/hive for farm 1, 32 km/hive for farm 2, and 13 km/hive for farm 3) represented the main impact in migratory beekeeping systems, and they were quantified as 1.234, 1.113, and 0.68 CO(2)e/kg of honey. However, electricity represented the main impact of systems without migratory practices.",no,0.95,carbon footprint of honey
186,Chowyuk,Economics of growing poplar for the dual purpose of biorefinery feedstock and wastewater treatment et al.,,2021,"Poplar is recognized as an excellent biorefinery feedstock because of year-round availability and ease of fractionation. Further, poplar is commonly used to provide ecosystem services such as for riparian buffers or phytoremediation. While biofuels offer many environmental and socioeconomic benefits, commercial scale biorefineries are not prominent in the U.S. in part because of feedstock availability and cost. To reduce feedstock cost, we investigated incorporation of hybrid poplar grown to receive treated municipal wastewater into our supply curves, using a Western Washington location as a case study. We first developed supply curves for purpose-grown hybrid poplar feedstock, a likely biorefinery feedstock for the Pacific Northwest, to supply a biorefinery in Washington State. It was found that there was abundant land within 100 km to grow enough poplar to supply a larger scale biorefinery - as much as 800 Gg per year - and that the plant gate cost of the poplar biomass is in the range of $75 - $85 per Mg feedstock. Most of this land was pastureland, mitigating fuel vs. food concerns. We then incorporated wastewater treatment poplar into the supply curves. The amount of feedstock that could be grown to receive wastewater was limited; approximately 54 Gg per year. However, for a modest sized biorefinery (150 Gg poplar per year) the wastewater treatment poplar provided 36% of the feedstock and reduced the plant gate feedstock cost by 14%. Expanding the use of ecosystem services poplar would enable even large scale biorefineries to see substantial benefits from this lower cost feedstock.",no,0.9,poplar biorefinery
187,Chaniotis,"UK deep-sea conservation: Progress, lessons learned, and actions for the future et al.",,2020,"Despite a relatively long history of scientific interest fuelled by exploratory research cruises, the UK deep sea has only recently emerged as the subject of targeted and proactive conservation. Enabling legislation over the past 10 years has resulted in the designation of marine protected areas and the implementation of fisheries management areas as spatial conservation tools. This paper reflects on progress and lessons learned, recommending actions for the future. Increased investment has been made to improve the evidence base for deep-sea conservation, including collaborative research surveys and use of emerging technologies. New open data portals and developments in marine habitat classification systems have been two notable steps to furthering understanding of deep-sea biodiversity and ecosystem functioning in support of conservation action. There are still extensive gaps in fundamental knowledge of deep-sea ecosystems and of cause and effect. Costs of new technologies and a limited ability to share data in a timely and efficient manner across sectors are barriers to furthering understanding. In addition, whilst the concepts of natural capital and ecosystem services are considered a useful tool to support the achievement of conservation goals, practical application is challenging. Continued collaborative research efforts and engagement with industry to share knowledge and resources could offer cost-effective solutions to some of these barriers. Further elaboration of the concepts of natural capital and ecosystem services will aid understanding of the costs and benefits associated with human-environment interactions and support informed decision-making in conserving the deep sea. Whilst multiple challenges arise for deep-sea conservation, it is critical to continue ongoing conservation efforts, including exploration and collaboration, and to adopt new conservation strategies that are implemented in a systematic and holistic way and to ensure that these are adaptive to growing economic interest in this marine area.",no,0.95,deep-sea conservation
188,Piepenschneider,"Solid Fuel Generation from Urban Leaf Litter in Mixture with Grass Cuttings: Chemical Composition, Energetic Characteristics, and Impact of Preprocessing et al.",,2016,"Urban biomass from green areas is a potential resource for bioenergy recovery, which is widely unused. Different types of organic material (e.g., grass, leaf litter) usually occur in mixtures due to common collecting practice. Forty samples of grass, leaf litter (genera: Acer, Quercus, Tilia), and mixtures of both, containing one third grass or leaf litter, were investigated to evaluate the effect of the Integrated Generation of Solid Fuel and Biogas from Biomass (IFBB) on material and energy fluxes as well as relevant characteristics of resulting energy carriers. IFBB divides biomass into a fiber-rich press cake and a highly digestible press fluid by mashing with subsequent pressing. Ensiling of samples was successful with pH values ranging from 4.2 in grass to 4.8 in pure Tilia samples. Concentration of most minerals with exception of Ca and Mg were higher in grass than in leaf litter silage. The IFBB treatment reduced the element concentration in the press cake independently from the substrate. Linear regression models revealed high influence of the initial concentration in silage on the concentration in the press cake. The lower heating value of the press cake was nearly constant (19 MJ kg(-1) DMash free) independent from mixture. Methane yields from press fluid digestion ranged from 172 (mean of leaf litter samples) to 325 l(N) kg(-1) VS (mixture of 33 % leaf litter-66 % grass). For an evaluation of the economic and ecological potential, models of the spatial and temporal occurrence of these biomasses need to be established.",no,0.9,bioenergy recovery
189,Senbeta,"Enset farming system - a resilient, climate-robust production system in South and South-Western Ethiopia et al.",,2022,"With the ever-increasing global problem of food insecurity, climate-robust and resilient indigenous farming systems are getting increased attention. The enset [Ensete ventricosum (Welw.) Cheesman] farming system is one of the most sustainable indigenous farming systems in Ethiopia. The present study uses observations and literature to review the ecosystem services of enset, the resilience of the farming system to global change, and the implications of replacing it with cereals and cash crops. From a sustainability point of view, enset is a multipurpose crop; and delivers provisioning services (food, feed, fuel, fiber, mat, wrapping, fencing, traditional medicine), cultural services (identity, homegarden ornament, and greenery), regulation services (carbon and nutrient sequestration, soil protection and control of local microclimate) and supporting services (soil formation and water cycle). It is a staple food for over 20 million people in the south and southwestern part of Ethiopia. The crop is resistant to drought, flood and frost, and can be harvested and stored for food over long periods of time. Unlike annual crops, enset requires less tillage and few off-farm inputs. In enset-coffee homegarden, the enset shade improves soil moisture availability and moderates the effect of climate change on coffee. The broad leaves of enset intercept heavy rain, reduce soil erosion and facilitate groundwater recharge. However, in most parts of Ethiopia, enset is hardly known as a food source or considered as a hardship crop. Finally, we suggest disease prevention, improvement of processing technology and farm income helps to avert the current trend of transitions from enset farming system to cash crops.",no,0.9,enset farming system
190,Yumashev,"Terrestrial carbon sequestration under future climate, nutrient and land use change and management scenarios: a national-scale UK case study et al.",,2022,"Carbon sequestration (C-seq) in soils and plant biomass is viewed as an important means of mitigating climate change. Recent global assessments have estimated considerable potential for terrestrial C-seq, but generally lack sensitivity to climate warming, nutrient limitations and perspective on local land use. These are important factors since higher temperatures can accelerate the decomposition of soil organic matter, nutrient availability affects plant productivity, while land use pressures put broader constraints on terrestrial organic matter inputs and storage. Here, we explore the potential for C-seq under changing land use, climate and nutrient conditions in a UK-based national scale case study. We apply an integrated terrestrial C-N-P cycle model with representative ranges of high-resolution climate and land use scenarios to estimate C-seq potential across the UK. If realistic UK targets for grassland restoration and afforestation over the next 30 years are met, we estimate that an additional 120 TgC could be sequestered by 2100 (similar to current annual UK greenhouse gas emissions or roughly 7% of net emission cuts needed in meeting net zero), conditional on climate change of <2 degrees C. Conversely, we estimate that UK arable expansion would reduce terrestrial carbon storage by a similar magnitude. The most pessimistic climate trajectories are predicted to cause net losses in UK soil carbon storage under all land use scenarios. Warmer climates substantially reduce the potential total terrestrial carbon storage gains offered by afforestation and grassland restoration. We conclude that although concerted land use change could make an important moderate contribution to national level C-seq for countries like the UK, soil C-seq only provides a contribution if we are on a low emission pathway, and is therefore conditional on deep global cuts to emissions from fossil fuels, deforestation and soil degradation.",no,0.9,carbon sequestration
191,Sena,Wood bioenergy for rural energy resilience: Suitable site selection and potential economic impacts in Appalachian Kentucky et al.,,2022,"Improving energy resilience, especially for rural communities, is a political, economic, and ecological priority, involving shifting energy portfolios away from fossil fuel dominance, reducing the environmental footprint of energy production and transmission, and localizing production and supply systems. In the Appalachian region, bioenergy systems, especially those involving woody biomass, may be key to improving energy resilience. However, because of its low population density and rugged topography, the region presents challenges to implementing biomass-based energy systems. This study was designed to identify critical infrastructure sites in Appalachian Kentucky with sufficient regional woody biomass supply to support reliable electricity generation. First, spatial analysis prioritized optimal biomass transportation distance, identifying 19 critical infrastructure sites in a region with feedstock supply suitable for a 100kWh unit, 4 of which were suitable for a 2MWh production unit. Second, economic analysis suggests that implementation of a woody biomass-based energy system in this region could have overall positive economic impacts. Future studies should elucidate in greater detail the local and regional economic impacts at each candidate site identified in this analysis, considering additional costs such as start-up and maintenance, and theoretical policy and incentive frameworks such as carbon emissions targets and subsidies.",no,0.95,woody biomass-based energy
