Index,Authors,Article Title,,Publication Year,Abstract,Suitability,Confidence,Keyword
185,Zawadzka,Ecosystem services from combined natural and engineered water and wastewater treatment systems: Going beyond water quality enhancement,,2019,"Combined natural and engineered water and waste water systems (cNES) are nature-based solutions that utilise naturally occurring processes to remove impurities from water and therefore contribute to the ecosystem service of water quality enhancement. We hypothesise that these systems may also have a potential to deliver ecosystem services other than their primary purpose of water purification and we use spatially-explicit modelling tools to determine these benefits. We focused on three different types of cNES: bank filtration (BF), managed aquifer recharge/soil aquifer treatment (MAR/SAT), and constructed wetlands (CW), and combined the ecosystem services cascade, DESSIN and CICES conceptual frameworks with multiple InVEST 3.4.4 models to investigate the spatial distribution of intermediate ecosystem services within the sites as well as in the surrounding landscape. We also determined the role of habitats present within the sites in wider landscape's connectivity to the nearest Natura 2000 areas using the Circuitscape 4.0 model, assessed the public perception of the aesthetic value of two of the cNES technologies, i.e. CW and MAR/SAT, via an online survey, and linked the determined ecosystem services to their likely beneficiaries. Our results indicated that the sites characterised with semi-natural ecosystems had a good potential for ecosystem services provision and that the selected cNES technologies were favourably received by the public as compared to their engineered equivalents. We concluded that determination of ecosystem services potential from nature-based solutions, such as cNES technologies, should be done in consideration of various contextual factors including the type of habitats/ecosystems present within the proposed solutions, the location within the landscape as well as properties and ecosystem services potential of the areas surrounding the sites, all of which can be facilitated by deployment of spatially-explicit ecosystem service models at early stages of the planning process.",no,0.95,nature-based water purification
186,Clark,Securing water and wastewater systems: global perspectives,,2014,"There has been long-standing concern that water systems are vulnerable to man-made and natural threats. In the United States, after the events of 11 September 2001, government planners focused on the possibility that the nation's critical infrastructure may be vulnerable to terrorist attacks. However, as demonstrated in this paper, there are many other factors that influence water supply security including lack of water resource availability, threats from point and nonpoint source pollution to water-related ecosystems, and impact of climate change. In order to meet water security threats, there is a need to balance human and environmental water needs while at the same time safeguarding essential ecosystem services and biodiversity. Integrated water resources management may help achieve this balance. Examples are presented, which illustrate the diversity of water security throughout the world.",no,0.95,water security
188,Das,Understanding and approaches towards circular bio-economy of wastewater reuse in fisheries and aquaculture in India: An overview,,2023,"Circular bio-economy of biogenic resources designates the plunging use of such resources, adopting a systemically formatted pathway towards sustainable economic development. Aquaculture has been perceived to play a pivotal role in supplying protein and mineral rich organic food to a growing human population. The exponential growth of aquaculture sector during the last four decades has established itself in a fundamental way to supply the global need of valuable animal protein. However, the on-going production strategies may likely be proved unsustainable if the present level of exploitation and resource use continues. Emphasis only on augmenting productivity and yield with insufficient and/or inefficient pollution control measures, and water quality clean-ups, direct discharge of effluents in the open ambient environment from aquaculture production systems have manifested in variable degrees of pollution particularly in the open water bodies; thereby causing significant impairment of these ecosystems. The paper discusses the various techniques of bioprocessing in re-circulatory aquaculture system, aquaponics, biofloc technology, waste water aquaculture and circular enclosure culture for inland water bodies to recycle the waste generated from fisheries and aquaculture and converting the same to fish flesh, at the same time reducing the impact on environment. The study also highlights the potential attributes and benefits of circular bio-economy, discusses recent advances and updates the current status of knowledge base for future research planning towards sustainability. Rationality perspectives of the system design with regards to simplicity, energy efficiency and budget in attaining circularity emerged as pertinent factors in bio-circularity in resource use in aquaculture.",no,0.9,aquaculture sustainability
189,Jiang,How are typical urban sewage treatment technologies going in China: from the perspective of life cycle environmental and economic coupled assessment,,2021,"Sewage treatment is an important public service, but it consumes a lot of energy and chemicals in the process of removing wastewater pollutants, which may cause the risk of pollution transfer. To find the corresponding hot issues, this paper took the lead in integrating life cycle assessment (LCA) with life cycle costing (LCC) to evaluate four most typical sewage treatment technologies with more than 85% share in China. It is found that anaerobic/anoxic/oxic (AAO) was the optimal treatment scheme with relatively small potential environmental impact and economic load. The normalized results show that the trends of the four technologies on eleven environmental impact categories were basically the same. Marine aquatic ecotoxicity potential accounted for more than 70% of the overall environmental impact. Contribution analysis indicates that electricity and flocculant consumption were the main processes responsible for the environmental and economic burden. Overall, electricity consumption was the biggest hot spot. Sensitivity analysis verifies that a 10% reduction in electricity could bring high benefits to both the economy and the environment. These findings are expected to provide effective feedback on the operation and improvement of sewage treatment.",no,0.95,sewage treatment technology
190,Franks,A prescription for drug-free rivers: uptake of pharmaceuticals by a widespread streamside willow,,2019,"Following human excretion and limited removal with wastewater treatment, pharmaceuticals are accumulating in rivers worldwide. These chemicals can challenge the health of fish and aquatic organisms and since rivers provide drinking water sources, there is concern for cumulative exposure to humans. In this study, we discovered that sandbar willow (Salix exigua), a predominant riparian shrub along streams throughout North America, has the capacity to quickly remove pharmaceuticals from aqueous solutions. Our study tracked [H-3]- or [C-14]-labeled substances including 17-ethynylestradiol (EE2), a synthetic estrogen in oral contraceptives; the antihypertensive, diltiazem (DTZ); and the anti-anxiety drug, diazepam (DZP); and for comparison, atrazine (ATZ), a root-absorbed herbicide. In growth chambers, willow saplings removed 40-80% of the substances from solutions in 24h. Following uptake, the EE2 and DTZ were retained within the roots, while DZP and ATZ were partly passed on to the shoots. The absorbed EE2 was unextractable and apparently bound to the root tissue, while DTZ, DZP, and ATZ remained largely soluble (extractable). The uptake and translocation of the pharmaceuticals, reflected in the transpiration stream and root concentration factors, were reasonably predicted from their physicochemical properties, including octanol-water partitioning coefficients. These findings suggest the removal of pharmaceuticals as an unrecognized ecosystem service provided by riparian vegetation and especially the inundation tolerant sandbar willow. This encourages the conservation of riparian willows that line riverbanks, to remove pharmaceuticals and other contaminants. This phytoremediation also encourages the preservation of complex, braided channels and islands, which increase the extent of stream shorelines and riparian willows.",no,0.95,phytoremediation
191,Layton,Induced precipitation recycling (IPR): A proposed concept for increasing precipitation through natural vegetation feedback mechanisms,,2016,"In this proof of concept paper, we address the potential role of forests and vegetation cover as an adaptation tool. In contrast to work addressing the carbon benefits of afforestation, we highlight the potential usefulness of forests as major contributors to the water cycle. Integrating water and carbon cycle benefits into a common objective enhances discussions about the role and value of forests. Herein, we describe a method for increasing regional precipitation in semi-arid environments, thereby potentially helping to increase scarce water resources. The approach capitalizes on observed interactions between forest cover and the hydrologic cycle, with the express aim of returning much needed water resources to an increasingly vulnerable region. The natural processes behind precipitation recycling (PR), and vegetation based cross continental transport of atmospheric moisture form the core of this solution. Induced precipitation recycling (IPR) initiates these processes by irrigating afforested land using locally available surplus water. This paper discusses the underlying processes and a proposed demonstration project that functions as both a proof of concept and a research testing ground, providing potential validation for promoting future expansion to the wider region. The proposed IPR project utilizes treated wastewater and surplus storm run-off, thus averting additional burdens on the existing water supply, while performing additionally valuable environmental and ecosystem services. IPR provides an alternative approach to supplement existing and typically far costlier plans to address regional water shortages and handle wastewater treatment. The proposed integrated solution would not only contribute positively to regional water supply, but would also provide additional eco-system services and end-products that add value and utility, thereby improving the project's potential economic viability. This project should be of particular interest to land use and water management planners in the Los Angeles Basin area for whom it is conceived, as well as to those along much of the coastal region in California where climate change-driven drought cycles have been increasing in length and intensity. (C) 2016 Elsevier B.V. All rights reserved.",no,0.95,water cycle enhancement
193,Saddiqi,Smart management of combined sewer overflows: From an ancient technology to artificial intelligence,,2023,"Sewer systems are an essential part of sanitation infrastructure for protecting human and ecosystem health. Initially, they were used to solely convey stormwater, but over time municipal sewage was discharged to these conduits and transformed them into combined sewer systems (CSS). Due to climate change and rapid urbanization, these systems are no longer sufficient and overflow in wet weather conditions. Mechanistic and data-driven models have been frequently used in research on combined sewer overflow (CSO) management integrating low-impact development and gray-green infrastructures. Recent advances in measurement, communication, and computation technologies have simplified data collection methods. As a result, technologies such as artificial intelligence (AI), geographic information system, and remote sensing can be integrated into CSO and stormwater management as a part of the smart city and digital twin concepts to build climate-resilient infrastructures and services. Therefore, smart management of CSS is now both technically and economically feasible to tackle the challenges ahead. This review article explores CSO characteristics and associated impact on receiving waterbodies, evaluates suitable models for CSO management, and presents studies including above-mentioned technologies in the context of smart CSO and stormwater management. Although integration of all these technologies has a big potential, further research is required to achieve AI-controlled CSS for robust and agile CSO mitigation.This article is categorized under:Engineering Water > Sustainable Engineering of WaterScience of Water > Water and Environmental Change",no,0.95,smart stormwater management
194,Huang,New insight for purifying polluted river water using the combination of large-scale rotating biological contactors and integrated constructed wetlands in the cold season,,2022,"Ecological treatment technologies, applied to deal with polluted river water in the low temperature season, remain limited. In this study, a new insight was put forward for purifying polluted river water using a combination system (CS) of large-scale rotating biological contactors (RBCs) and integrated constructed wetlands in autumn and winter. The treatment performance, average removal contribution (RC), nitrification and denitrification rates, microbial community structure, and ecosystem service value were considered to estimate the combination system. Results revealed that the average removal efficiencies of ammonium (NH4+-N), total nitrogen (TN), total phosphorus (TP), and chemical oxygen demand (COD) reached 93.9%, 20.8%, 36.5%, and 37.1%, respectively. The combination system showed excellent removal efficiency of NH4+-N regardless of the effect of low temperature. The maximum values of nitrification and denitrification rates were 59.57 g N/(m(3).cl) and 0.78 g N/(m(2).d), respectively. Considerable differences in bacterial community diversity, richness and relative abundance of functional microbes were observed in the main treatment units, resulting in different average RC to pollutants. The unit capital cost of CS purifying polluted river water was 260 USD/m(3) and the operation and maintenance cost was 0.144 million USD/yr. Meanwhile, the ecosystem service value of the CS was 0.334 million USD in autumn and winter. CS not only possessed excellent pollutant purifying efficiencies, but also achieved high ecological service value in the cold season.",no,0.95,water purification technology
195,Nakhle,Decay Rate of Escherichia coli in a Mountainous Tropical Headwater Wetland,,2021,"Surface water contamination by pathogen bacteria remains a threat to public health in the rural areas of developing countries. Fecal indicator bacteria (FIB) like Escherichia coli (E. coli) are widely used to assess water contamination, but their behavior in tropical ecosystems is poorly documented. Our study focused on headwater wetlands which are likely to play a key role in stream water purification of fecal pollutants. Our main objectives were to: (i) evaluate decay rates (k) of the total, particle-attached and free-living E. coli; (ii) quantify the relative importance of solar radiation exposition and suspended particles deposition on k; and (iii) investigate E. coli survival in the deposited sediment. We installed and monitored 12 mesocosms, 4500 mL each, across the main headwater wetland of the Houay Pano catchment, northern Lao People's Democratic Republic (Lao PDR), for 8 days. The four treatments with triplicates were: sediment deposition-light (DL); sediment deposition-dark (DD); sediment resuspension-light (RL); and sediment resuspension-dark (RD). Particle-attached bacteria predominated in all mesocosms (97 +/- 6%). Decay rates ranged from 1.43 +/- 0.15 to 1.17 +/- 0.13 day(-1) for DL and DD treatments, and from 0.50 +/- 0.15 to -0.14 +/- 0.37 day(-1) for RL and RD treatments. Deposition processes accounted for an average of 92% of E. coli stock reduction, while solar radiation accounted for around 2% over the experiment duration. The sampling of E. coli by temporary resuspension of the deposited sediment showed k values close to zero, suggesting potential survival or even growth of bacteria in the sediment. The present findings may help parameterizing hydrological and water quality models in a tropical context.",no,0.95,water purification
196,Corton,Impact of vegetation type and pre-processing on product yields and properties following hydrothermal conversion of conservation biomass,,2021,"Changes in agricultural practices and land abandonment across less favoured areas have led to an increase in land management for nature conservation. Substantial areas of vegetation are cut annually for habitat management, but the conservation biomass generated is generally discarded. Samples of two types of conservation biomass harvested from marginal sites dominated by rushes (Juncus spp) or bracken (Pteridium aquilinum) were washed and pressed to generate fluid and fibrous process streams using the Integrated Generation of Solid Fuel and Biogas from Biomass (IFBB) process. Previous work established the fluid from the IFBB process could be anaerobically digested to generate enough energy for the washing and pressing stages. The current study focussed on the fibrous process stream, subjecting material to hydrothermal conversion and investigated the extent to which i) vegetation type, ii) the impact of pre-treatment by hot water washing and pressing (partial demineralisation) and iii) hydrothermal conversion route (hydrothermal carbonisation or hydrothermal liquefaction) affected the yields, relative proportions, and characteristics of products generated. Feedstock source had substantially more effect on product chemistry than product yields. The most effective process route for combustion fuel production was based on hydrothermal carbonisation of pre-processed feedstock. However, if bio-oil production was to be the priority product in a biorefinery, then biomass pre-processing would not be required.",no,0.95,biomass conversion
197,Damman,Citizen science to enhance evaluation of local wastewater treatment - a case study from Oslo,,2019,"The paper discusses how citizen science within an ecosystem services (ESS) framework may enhance evaluation of de-centralized water solutions. In a demonstration case in Oslo, citizens were engaged in long-term monitoring and evaluation of two solutions for treatment of combined sewer overflows. The citizens participated in the design of the study, systematic observations, and final evaluation, via interviews and workshops. A wealth of real-time information was collected, supplementing simulation data and water sampling results. The concept of ESS drew attention to benefits that tend to be ignored in standard evaluations. It is, however, most elaborate for ecological services, and less developed for social aspects. Involving the citizens complemented the framework in these areas, while providing new insights into the contextual interactions influencing ESS and benefits of local treatment. Both solutions, a cross-flow lamella settler and a high-rate filtration system, were quite efficient in removing suspended solids, with a strong impact on visual appearance. A range of wider benefits were identified. These were difficult to monetize, but the citizens' evaluation provided an alternative measure. The study highlights the benefits of citizen science in local water management and suggests the need for more research on beneficiaries in ESS evaluation.",no,0.9,citizen science in water management
198,Elmer,A discrete mathematical extension of conceptual ecological models - Application for the SE Florida shelf,,2014,"Conceptual ecological models (CEM) respond to the need for improved management of natural resources due to increasing scale and severity of human impacts. CEMs, like the EBM-DPSER framework, serve as non-quantitative planning tools identifying stressors and drivers on natural systems, effects and biological indicators best suited to show these effects. A disadvantage of CEMs is their non-quantitative nature restraining users from performing sensitivity and quantitative scenario analysis. Here we develop a quantitative extension of a EBM-DPSER model of the SE Florida shelf based on the assumption that the CEM flow diagrams express as digraphs. It was quantified with transition weights from literature research and local data, turning the digraph into a network. The usefulness of the network extension and its underlying weighted adjacency matrix were verified using monitoring data from the Florida Keys Reef Tract. The network extension was then used to explore outcomes of two different management scenarios. Model results suggest that advanced waste water treatment in SE Florida would increase reef diversity and framework growth and could reduce macroalgae cover while increasing coral cover, fish and shellfish abundance and eliminating phytoplankton blooms. Climate change is projected to have an effect on sea level rise, acidification and bleaching but probably with a minor influence on coral cover, reef framework and diversity - which are already low. Tested scenarios show that the modeled impact of regulation processes can vary profoundly even if the number of arcs and vertices in their largest possible out-tree are comparable. Such a tool extends the power of the conceptual model by adding significant new information and the ability to quantifiably test of hypotheses. (C) 2014 Elsevier Ltd. All rights reserved.",no,0.95,ecological modeling
199,Tzanakakis,Insights into Global Water Reuse Opportunities,,2023,"The growing population, intensified anthropogenic pressures and climate variability have increased the demands on available water resources, and water reuse has become a high priority, particularly in areas of the world suffering from water stress. The main objectives of this review paper are to consider and identify the potential opportunities and challenges in the implementation of water reuse schemes worldwide by considering and analyzing different fields of interest in water reuse, the current and future global drivers of water reuse policies, the existing advances in treatment and reuse technologies promising elimination of environmental footprint and human health risk, an analysis of the trends in potable and non-potable reuse, and the development of quality criteria and issues related to transition circular economy. Moreover, the major knowledge gaps in critical issues on different domains of water reuse schemes are discussed. For this study, a thorough analysis of the current literature was conducted, using research and review articles, technical reports, specific national (and EU) proposals, guidance documents, and legislative initiatives and actions, as well as any validly disseminated findings by scientists around the world in the wider scientific area of (alternative) water resources, water supply, water management, sustainable development, and protection of public health. Water reuse practices are expected to increase in the future, mainly in developed countries and climate-vulnerable areas of the planet. Current advances in wastewater treatment and water reuse technologies can provide the opportunity for the foul exploitation of alternative water resources, increasing the potential of potable and non-potable water reuse systems worldwide, relying on pollutant/contaminant elimination, and improving economic and energy performances. Moreover, paradigmatic and technological switches based on an improved understanding of the relationships between the water cycle and the Water-Energy-Food (WEF) Nexus will increase the perspective of water reuse schemes. The benefits of the recovery of nutrients through sewage wastewater treatment are also highlighted, arising from reduced costs associated with their sheer removal and the supplement of fertilizers to the WEF Nexus. On the other hand, reduced nutrient removal may promote agricultural or landscape reuse practices, contributing to less energy consumption and reducing GHGs emissions. Regarding the management of water use schemes, a holistic approach (integrated management) is proposed, incorporating regulatory actions, actions increasing public awareness, interconnection among actors/stakeholders, and efficient control and monitoring. The establishment of quality criteria is paramount to preventing undesirable impacts on humans and the environment. The study considers the one water concept, which means equal water quality criteria independent of the origin of water, and instead differentiates among different types of water reuse as a means to facilitate implementation and management of potable and non-potable water reuse. Finally, it highlights the need to understand the impacts of water reuse systems on ecosystem services (ESs) and the consequences of achieving the global sustainable development goals (SDGs).",no,0.9,water reuse
200,Retta,Constructed Wetlands for the Wastewater Treatment: A Review of Italian Case Studies,,2023,"Wastewater is one of the major sources of pollution in aquatic environments and its treatment is crucial to reduce risk and increase clean water availability. Constructed wetlands (CWs) are one of the most efficient, environmentally friendly, and less costly techniques for this purpose. This review aims to assess the state of the art on the use of CWs in removing environmental pollutants from wastewater in Italy in order to improve the current situation and provide background for future research and development work. To evaluate the CWs performances, 76 research works (2001-2023) were examined, and the parameters considered were the type of wastewater treated, pollutants removed, macrophytes, and the kinds of CWs utilized. The pollutant removal efficiencies of all CWs reviewed showed remarkable potential, even though there are biotic and abiotic factor-driven performance variations among them. The number of articles published showed an increasing trend over time, indicating the research progress of the application of CWs in wastewater treatment. This review highlighted that most of the investigated case studies referred to pilot CWs. This finding suggests that much more large-scale experiments should be conducted in the future to confirm the potential of CWs in eliminating pollutants from wastewater.",no,0.9,constructed wetlands
201,Yadav,"Current Status of Ponds in India: A Framework for Restoration, Policies and Circular Economy",,2022,"Healthy pond ecosystems are critical for achieving several sustainable development goals (SDG) through numerous ecosystem services (e.g., flood control, nutrient retention, and carbon sequestration). However, the socio-economic and ecological value of ponds is often underestimated compared to the larger water bodies. Ponds are highly vulnerable to mounting land-use pressures (e.g., urban expansion, and agriculture intensification) and environmental changes, leading to degradation and loss of the pond ecosystem. The narrow utilitarian use-based conservation fails to recognize the multiple anthropogenic pressures and provides narrow solutions which are inefficient to regenerate the degraded pond ecosystem. In this paper, we holistically examined the legal challenges (policies) and key anthropogenic and environmental pressures responsible for pond degradation in India. The country is strongly dedicated to attaining SDG and circular economy (CE) through aquatic ecosystem conservation and restoration. Considerable efforts are required at the administration level to recognize the contribution of pond ecosystem services in attaining global environmental goals and targets. Worldwide restoration strategies were reviewed, and a framework for pond restoration and conservation was proposed, which includes policies and incentives, technologies such as environmental-DNA (e-DNA), life cycle assessment (LCA), and other ecohydrological measures. Nature-based solutions (NBS) offer a sustainable and cost-effective approach to restoring the pond's natural processes. Furthermore, linkage between the pond ecosystem and the CE was assessed to encourage a regenerative system for biodiversity conservation. This study informs the need for extensive actions and legislative reforms to restore and conserve the pond ecosystems.",no,0.9,pond ecosystem conservation
202,Tong,Changes in Stoichiometry of Carbon and Nitrogen Trigger Transition in the States of Aquatic Microbiota in Full-Scale Constructed Wetlands,,2022,"Constructed wetlands (CWs) are broadly adopted technology for ecosystem service and various types of wastewater treatment. However, their unstable and unpredictable performance hindered their application and promotion. Transitions in microbial community are strong indicators of treatment performance of CWs. The unstable treatment of perturbed CWs is reflected not only in water quality indices but also in altered aquatic microbial composition. A comprehensive analysis was performed to elucidate the multistable microbial communities and their relationship nutrient concentration. Changes in environmental gradients modulate the strength of microbiota feedbacks and, together with molecular ecological networks, provide positive feedbacks for the generation and maintenance of alternative states. The community succession responding to the concentration of carbon and nitrogen was manipulated by stochastic instead of deterministic processes. The relative abundance of stochastic processes increased from state A (73.34%) to state B (89.28%). Furthermore, the high proportion of stochastic events in microbial communities easily trigger the transition to alternative states. To summarize, this study proposes a better understanding of the hypothesis of alternative stable states in the response of ecosystems to nutrient concentration, which could provide a strategy for the stoichiometric regulation of carbon and nitrogen changes along from the inlet to outlet in CWs.",no,0.9,constructed wetlands
203,Zhang,Collaborative governance of municipal solid waste in urban agglomerations: The case of Yangtze River Delta,,2022,"As the by-product of modern life, the accelerating amount of municipal solid waste remains a wicked environmental and social problem that burdens megacities or populated cities in large. Apart from enhancing dexterity and proficiency in the intracity handling of waste, efficient and effective management needs to go beyond administrative boundaries and seek regional cooperation. Previous studies featuring Chinese regional waste management have paid scant attention to such endeavors. A SWOT analysis of the strengths and weaknesses of provinces and municipalities within the Yangtze River Delta, one of the country's top urban agglomerations, justifies the opportunities for further intra-region collaboration. This research analyzed the status quo of waste management in the region and laid out the enabling institutions, challenges, and policy suggestions for enhanced collaborations.",no,0.95,regional waste management
205,Chowyuk,Economics of growing poplar for the dual purpose of biorefinery feedstock and wastewater treatment,,2021,"Poplar is recognized as an excellent biorefinery feedstock because of year-round availability and ease of fractionation. Further, poplar is commonly used to provide ecosystem services such as for riparian buffers or phytoremediation. While biofuels offer many environmental and socioeconomic benefits, commercial scale biorefineries are not prominent in the U.S. in part because of feedstock availability and cost. To reduce feedstock cost, we investigated incorporation of hybrid poplar grown to receive treated municipal wastewater into our supply curves, using a Western Washington location as a case study. We first developed supply curves for purpose-grown hybrid poplar feedstock, a likely biorefinery feedstock for the Pacific Northwest, to supply a biorefinery in Washington State. It was found that there was abundant land within 100 km to grow enough poplar to supply a larger scale biorefinery - as much as 800 Gg per year - and that the plant gate cost of the poplar biomass is in the range of $75 - $85 per Mg feedstock. Most of this land was pastureland, mitigating fuel vs. food concerns. We then incorporated wastewater treatment poplar into the supply curves. The amount of feedstock that could be grown to receive wastewater was limited; approximately 54 Gg per year. However, for a modest sized biorefinery (150 Gg poplar per year) the wastewater treatment poplar provided 36% of the feedstock and reduced the plant gate feedstock cost by 14%. Expanding the use of ecosystem services poplar would enable even large scale biorefineries to see substantial benefits from this lower cost feedstock.",no,0.9,poplar biorefinery
206,dos Santos,Public water supply and sanitation policies and inclusive development of the urban poor in Brazil,,2019,"Poorly designed policies jeopardise ecosystems and their services and the expansion of basic services to vulnerable populations. In the water and sanitation (WatSan) sector, inadequate access of the urban poor to formal and public drinking water supply and sanitation services (WSS) calls for more inclusive policies. Inclusive development (ID) has social, environmental and relational dimensions. However, there is little research on operationalising ID dimensions in WatSan policy discourse analysis. Hence, this paper addresses: How can we elaborate on indicators for inclusive WatSan policies? How can these be applied to assess the design of Brazilian WatSan policies? It examines the literature on ID and WatSan, develops and applies an analytical framework with six indicators to assess ID in WSS through policy analysis: access to minimum WSS; access to WSS even if the urban poor do not have formal housing; domestic wastewater collection/treatment; water availability; participation; and WSS subsidies for low-income people. Comparison between two Brazilian WatSan policies shows that the current WatSan law scores higher on ID than the previous law but neglects key aspects of social, environmental and relational ID dimensions. The selected indicators were useful to operationalise ID in WatSan policy discourse analysis and can boost policy design assessment elsewhere.",no,0.95,inclusive watsan policies
207,Bakheet,Potential control of cyanobacterial blooms by using a floating-mobile electrochemical system,,2019,"BACKGROUND Cyanobacterial blooms have raised significant public health concerns due to the ability of some strains to produce harmful compounds in the water. Electrolysis has shown great potential to eradicate cyanobacterial pollution. However, all proposed electrochemical systems employ some type of mixing (e.g. pump circulation), which might not be suitable for application in a large ecosystem. In this study instead, a floating and mobile electrochemical system was configured and tested to treat cyanobacteria without mixing. The electrodes and a portable rechargeable DC power supply were incorporated in a floating vessel which was then mobilized in the water. RESULTS Floating and mobilizing the vessel without mixing resulted in significant cyanobacterial inactivation depending on initial Cl- in the medium. Cells treated in a medium with 60 mg L-1 Cl- did not re-grow when they were harvested and then re-incubated in optimum growth conditions for 30 days, whereas those treated in similar to 0.25 mg L-1 Cl- took 22 days before they re-grew, which is twice the time needed for growth compared with an untreated control sample. CONCLUSION This novel system may thus offer a simple and feasible method to tackle cyanobacterial blooms in large-scale aquatic ecosystems without the need for installing mixing equipments. (c) 2018 Society of Chemical Industry",no,0.95,cyanobacterial blooms
208,Rozos,Turning black into green: ecosystem services from treated wastewater,,2017,"To reduce the impact of urban effluents on the environment, strict regulatory requirements have been set up for the disposal of wastewater, in most parts of the western world, requiring treatment before disposal. At the same time, the urban environment requires water inflows to satisfy a range of urban water demands, and the corresponding water abstractions put pressure on (often scarce) water resources. A suggested synergistic solution is to use the effluents from treatment plants as an alternative resource for irrigation or for industrial uses. Despite the existence of numerous successful applications, this practice is not very common mainly because of increased capital and operational costs, usually exceeding the cost of freshwater. A possible response of the market to this drawback could be to introduce in situ small-scale treatment units to cover local water needs. In this study, we assess the benefits of such a compact wastewater treatment unit that is used to provide water for irrigating an urban green area. Apart from the aesthetic improvement, the evaporative cooling (latent heat), which reduces the air temperature, is expected to have a positive impact on thermal comfort. A pilot scheme was deployed in KEREFYT, the research centre of the Athens Water Supply and Sewerage Company (EYDAP). This scheme was simulated with the urban water cycle model to estimate heat fluxes and the results were fed into Energy2D (a model that simulates heat transfer) to estimate the expected temperature drop. The results are promising and suggest that these technologies could play an important role in a more sustainable, circular water economy.",no,0.95,wastewater reuse
209,Sauer,Coalition Projects to Cut Back Costs of Cleaning Recreational Water Bodies: The Case of Lake Rozkos,,2017,"This paper presents the application of an optimization model developed for Lake Rozkos, which is located in a sub-basin of the Elbe River basin in Bohemia. Two scenarios for achieving environmental targets (required status of the lake water) were formulated by specialists, together with an assessment of the investment and operating costs of the projects. The optimal solution (investment program) for 41 polluter municipalities, where 166 coalitions can be considered (41 individual and 125 joint wastewater treatment plants), was computed. The results suggest that the modelling method presented in this paper has the potential to increase the role of economic considerations in the early stages of planning and decision-making about water treatment programs. In this case, more than 20% of the costs could be saved when selected joint wastewater treatment plants are realized. The approach has the potential to contribute to increasing cost-effectiveness of allocation of financial sources from national and European Union sources.",no,0.9,wastewater management
210,Piepenschneider,"Solid Fuel Generation from Urban Leaf Litter in Mixture with Grass Cuttings: Chemical Composition, Energetic Characteristics, and Impact of Preprocessing",,2016,"Urban biomass from green areas is a potential resource for bioenergy recovery, which is widely unused. Different types of organic material (e.g., grass, leaf litter) usually occur in mixtures due to common collecting practice. Forty samples of grass, leaf litter (genera: Acer, Quercus, Tilia), and mixtures of both, containing one third grass or leaf litter, were investigated to evaluate the effect of the Integrated Generation of Solid Fuel and Biogas from Biomass (IFBB) on material and energy fluxes as well as relevant characteristics of resulting energy carriers. IFBB divides biomass into a fiber-rich press cake and a highly digestible press fluid by mashing with subsequent pressing. Ensiling of samples was successful with pH values ranging from 4.2 in grass to 4.8 in pure Tilia samples. Concentration of most minerals with exception of Ca and Mg were higher in grass than in leaf litter silage. The IFBB treatment reduced the element concentration in the press cake independently from the substrate. Linear regression models revealed high influence of the initial concentration in silage on the concentration in the press cake. The lower heating value of the press cake was nearly constant (19 MJ kg(-1) DMash free) independent from mixture. Methane yields from press fluid digestion ranged from 172 (mean of leaf litter samples) to 325 l(N) kg(-1) VS (mixture of 33 % leaf litter-66 % grass). For an evaluation of the economic and ecological potential, models of the spatial and temporal occurrence of these biomasses need to be established.",no,0.9,bioenergy recovery
211,Gerino,What Inspiring Elements from Natural Services of Water Quality Regulation Could Be Applied to Water Management?,,2022,"Theoretical and functional ecology is a source of useful knowledge for ecological engineering. The better understanding of the natural service of water quality regulation is now inspiring for optimization of water resource management, restoration and bioremediation practices. This transfer with a biomimicry approach applies particularly well in the urban, rural and agricultural areas, but is yet underexplored for water quality purposes. This natural service intensely involves the benthic boundary layer as a biogeochemical hot spot with living communities. A selection of processes related to the bioturbation phenomena is explored because of their influence on properties of the aquatic environment. The applications are valuable in a range of fields, from water treatment technology to management of ecosystems such as constructed and natural wetlands, streams, rivers, lagoons and coastal ecosystems. This paper gathers the more obvious cases of potential applications of bioturbation research findings on the biomimicry of natural services to water practices. These include pollution pumping by bioturbated sediment, water column oxygen saving during early diagenesis of deposits under conveyors transport and conservation of macroporous as well as fine sediment. Some applications for constructed devices are also emerging, including infiltration optimization and sewage reduction based on cross-biological community involvement.",no,0.9,bioturbation
