Index,Authors,Article Title,Publication Year,Abstract,Suitability,Confidence,Keyword
2,The potential of Indonesian mangrove forests for global climate change mitigation et al.,Murdiyarso,2015,"Mangroves provide a wide range of ecosystem services, including nutrient cycling, soil formation, wood production, fish spawning grounds, ecotourism and carbon (C) storage(1). High rates of tree and plant growth, coupled with anaerobic, water-logged soils that slow decomposition, result in large long-term C storage. Given their global significance as large sinks of C, preventing mangrove loss would be an effective climate change adaptation and mitigation strategy. It has been reported that C stocks in the Indo-Pacific region contain on average 1,023MgC ha(-1) (ref. 2). Here, we estimate that Indonesian mangrove C stocks are 1,083 +/- 378MgC ha(-1). Scaled up to the country-level mangrove extent of 2.9 Mha (ref. 3), Indonesia's mangroves contained on average 3.14 PgC. In three decades Indonesia has lost 40% of its mangroves(4), mainly as a result of aquaculture development(5). This has resulted in annual emissions of 0.07-0.21 Pg CO(2)e. Annual mangrove deforestation in Indonesia is only 6% of its total forest loss(6); however, if this were halted, total emissions would be reduced by an amount equal to 10-31% of estimated annual emissions from land-use sectors at present. Conservation of carbon-rich mangroves in the Indonesian archipelago should be a high-priority component of strategies to mitigate climate change.",no,0.9,mangrove conservation
13,"Changes in land-use and ecosystem services in the Guangzhou-Foshan Metropolitan Area, China from 1990 to 2010: Implications for sustainability under rapid urbanization et al.",Ye,2018,"Rapid urbanization is resulting in large-scale land-use conversion and the impact on ecosystem services value is a key issue for sustainability particularly in China a global urbanization hotspot. Impacts of land-use change on ecosystem services value in China have been varied, ranging from strong decreases to modest increases, suggesting that bespoke analyses are required to support local and regional planning for sustainability. We quantified land-use change and valued the impact on ecosystem services from 1990 to 2010 in the rapidly urbanizing Guangzhou-Foshan Metropolitan Area, southern China. We quantified land-use change from Landsat satellite imagery and calculated the value of ecosystem services using the well-established unit-value transfer method. Over one quarter of the study area changed land-use between 1990 and 2010 with Built-up, Orchard, and Waterbody land-uses expanding, and Cropland and Forestland contracting. However, the net decline in ecosystem services value was only 4.4% (US$201.5 million). This modest overall decline masked more complex and extreme dynamics in the value of individual ecosystem services. Substantial declines occurred in the value of gas regulation (US$115.4 million, -28%), soil formation and retention (US$90.5 million, -16%), and climate regulation (US$44.6 million, -8%), while waste treatment (US$68.5 million, + 10%) and recreation and culture (US$45.7 million, + 12%) increased in value. Decision analysis is required to support land-use planning to ensure the sustainability of ecosystem services for the wellbeing of the people of Guangzhou-Foshan and other rapidly urbanizing areas in China and globally.",no,0.7,ecosystem services decline
24,Trees for bees et al.,Donkersley,2019,"Limited resources and land-use pressures require more efficient conservation strategies, from increasingly limited input. Pollinator declines are threatening food security and natural capital. I present a novel perspective on landscape level pollinator conservation from across multiple scientific fields. I examine the value of landscape structure provided by trees and hedgerows compared with floral strips, and discuss use of computer simulation technologies for understanding how spatial structure impacts pollinators' ability to forage.All bees forage on a mixture of both flowering plants and tree species. Honeybees have a detectable preference for foraging on trees, even when sparse. The spatial information provided by trees and hedgerows positively impacts formation of the cognitive map, making pollination and foraging more efficient. Woody habitat features like trees and hedgerows provide more efficient resources for pollinators in a number of ways. They are more efficient forage targets due to absolute resource density; tree and hedgerow planting could provide more optimised foraging landscapes for pollinators. Using computer simulation may enable us to study pollinator responses to landscape development at this scale. Woodland development results in non-pollinator ecosystem services, representing a more cost-effective conservation strategy. Moving forward we need to identify the key impediments to its successful implementation.",no,0.9,pollinator conservation
26,Source identification of antibiotic resistance genes in a peri-urban river using novel crAssphage marker genes and metagenomic signatures et al.,Chen,2019,"Antimicrobial resistance is a growing public health concern, and environment is regarded as an important reservoir and dissemination route for antibiotic resistance genes (ARGs). To prevent and control ARG pollution, it is essential to correctly disentangle source-sink relationship of ARGs in the environment. However, accurately apportioning sources of ARGs is still a big challenge due to the complex interaction of multiple sources and contaminants in the environment with changing dynamics. In this study, we addressed this problem and focused on identifying the potential sources of ARGs in a peri-urban river by jointly utilizing two novel microbial source tracking methods. To attain the objective, sediment/water samples were collected from the peri-urban river and four ARG-associated ecotypes including effluents of sewage treatment plants (STPs), STP influent, chicken manures and pig manures. The high-throughput profilings of ARGs and microbial taxa in the river sediments and the four ecotypes were comprehensively characterized in combination of shotgun sequencing and metagenomic assembly analysis. CrAssphage, a recently-discovered DNA bacteriophage, was employed to track the impact of human fecal pollution on ARGs in the river sediments. Further, SourceTracker, a machine-learning classification tool, was used for quantifying the contributions of potential sources to ARGs in the river sediments based on the metagenomic signatures of ARGs and microbial taxa. In total, 888 ARG subtypes belonging to 29 ARG types were detected across all samples, including mcr-1 and a range of carbapenemases types. Statistical analyses suggested different ecotypes generally had distinct profiles of both ARGs and microbial taxa, while the ARG compositions were significantly correlated with the microbial community. Source tracking with crAssphage showed the presence of ARGs in the river sediments might be largely impacted by the extent of human fecal pollution, which was also confirmed by the analyses of SourceTracker that the discharge from STPs was the largest contributor of ARGs (81.6-92.1%) and microbes (49.3-68.1%) in the river sediments. Results of the study can help us to better understand the characterization of ARGs in the peri-urban ecosystem and to design effective prevention and control strategies for reducing ARG dissemination. (C) 2019 Elsevier Ltd. All rights reserved.",no,0.9,antimicrobial resistance
27,"The effects of land-use change on ecosystem service value of desert oasis: a case study in Ugan-Kuqa River Delta Oasis, China et al.",Sawut,2013,"Sawut, M., Eziz, M. and Tiyip, T. 2013. The effects of land-use change on ecosystem service value of desert oasis: a case study in Ugan-Kuqa River Delta Oasis, China. Can. J. Soil Sci. 93: 99-108. Ecosystem service valuation has been a hot topic in ecological economic research. The objective of this study was to analyze the changes in ecosystem services in response to oasis land-use change. Landsat images of September 2000 and ALOS images of September 2008 were combined with the published ecosystem service value coefficients about the world and China ecosystem to quantify land-use and ecosystem service changes. A sensitivity analysis was employed to determine the effect of manipulating these coefficients on the estimated values. The results indicate that: (1) the total value of ecosystem services in the Ugan-Kuqa River Delta Oasis increased from 8012 million Yuan in 2000 to 8323 million Yuan in 2008, mainly caused by the increasing areas of wetland. and high-cover grassland. Forest land produced most of the ecosystem services value of the study area, about 22% of the total value; (2) the aggregated ecosystem service value of forestland, cropland, medium-cover grassland, wetland, and water body was about 85% of the total value, indicating that these land-use categories play important roles in ecosystem services of the area; (3) waste treatment and soil formation were the top two ecological functions with high service value, contributing about 37% of the total services value; and (4) results of sensitivity analysis showed that the total ecosystem services value estimated in this study area was relatively inelastic with respect to the value coefficients. Therefore, the estimation in this study area was robust in spite of uncertainties on the value coefficients. The study suggests that a reasonable land-use plan should be made with emphasis on protecting wetland and grassland for maintaining stability and sustainable development of oases.",no,0.7,ecosystem service valuation
41,Legal measures to prevent and manage soil contamination and to increase food safety for consumer health: The case of Spain et al.,Ramon,2019,"This article contains a brief overview of the European and Spanish environmental law framework for the prevention of soil contamination, for the management of contaminated soils and for consumers health protection in relation to agricultural crops. Some important aspects of the legislative framework for the prevention and management of soil contamination include recognising the possible risk to both human health and ecosystems that certain agricultural and industrial activities pose given the use of organic and inorganic chemical substances of a hazardous nature and pathogenic microorganisms. It is worth highlighting the milestone that many national constitutions include about the right to the environment. This right entails the obligation to protect it and to, therefore, protect soil from any degradation, including contamination. Legislation that protects soil from contamination and, consequently human health and ecosystems, is related mainly to agricultural activities (use of sewage sludge on farmlands, use of wastewater for irrigation, use of organic fertilisers and pesticides), and to industrial and commercial soil-contaminating activities. Consumer protection may be achieved through a legal system of environmental liability, specific measures to prevent contaminants entering soil, managing contaminated soils and a food traceability system. It is crucial to make the penalties for soil contamination offenses, and for violators of protective prohibitions, effective, proportionate and dissuasive. Global standards and guidelines on soil contamination could provide national legislative systems with substantive and procedural legal mechanisms to help prevent and manage soil contamination. (C) 2019 Elsevier Ltd. All rights reserved.",no,0.9,soil contamination legislation
43,The relevance of ecological status to ecosystem functions and services in a large boreal lake et al.,Tolonen,2014,"Environmental conventions aim to protect ecosystem structures and functions to provide goods and services for mankind. The degree of aquatic ecosystem naturalness, or ecological status as it is defined in the Water Framework Directive (WFD) of the European Union, is notionally linked to supplies of ecosystem services. In practice, these links have rarely been documented or even investigated, and to justify conservation and management objectives based on the status indicators, it is essential to demonstrate their relationships to ecosystem functions and services. The WFD requires member states to classify their surface waters aiming to achieve good ecological status of water bodies. However, an implicit assumption of the WFD, that the ecosystem functions and services targeted to be protected and maintained are related to the measured status, remains uncertain. Using a time-series data set covering almost 50years, we examined the development of ecological status of eight sub-basins of a large boreal lake in response to improved wastewater management and decreasing pollution. We particularly evaluated whether the observed descriptors of biodiversity, ecosystem functions and services were associated with the judgements of ecological status, and hence whether the ecological status is a relevant proxy for ecosystem values to be protected. The ecological status of the polluted sub-basins responded consistently to the decreased nutrient and organic loading. Temporal trends in the biological quality elements and water quality were mostly parallel and showed good status roughly simultaneously. Combined ecological status also appeared to predict some features of taxon diversity (profundal macroinvertebrate and phytoplankton richness), ecosystem functions (primary and bacterial production) and ecosystem services (fish catch and reproductive potential of coregonids). Synthesis and applications. We observed that some ecosystem service supplies and taxon diversity increased with increasing ecological status of the lake. Therefore, our results suggest that ecological status estimates based on simple structural characters are relevant to the ultimate management goals of maintaining biodiversity, ecosystem functions and services and hence might suffice for extensive assessment and monitoring of lake ecosystems.",no,0.7,aquatic ecosystem conservation
58,Generation and consequence of nano/microplastics from medical waste and household plastic during the COVID-19 pandemic et al.,Mohana,2023,"Since the end of 2019, the world has faced a major crisis because of the outbreak of COVID-19 disease which has created a severe threat to humanity. To control this pandemic, the World Health Organization gave some guidelines like wearing PPE (personal protective equipment) (e.g., face masks, overshoes, gloves), social distancing, hand hygiene and shutting down all modes of public transport services. During this pandemic, plastic products (e.g., household plastics, PPE and sanitizer bottles) have substantially prevented the spread of this virus. Since the outbreak, approximately 1.6 million tons of plastic waste have been generated daily. However, single -use PPE like face masks (N95), surgical masks and hand gloves contain many non-biodegradable plastics ma-terials. These abandoned products have created a huge number of plastic debris which ended up as microplastics (MPs) followed by nanoplastics (NPs) in nature that are hazardous to the eco-system. These MPs and NPs also act as vectors for the various pathogenic contaminants. The goal of this review is to offer an extensive discussion on the formation of NPs and MPs from all of these abandoned plastics and their long-term impact on the envi-ronment as well as human health. This review paper also attempts to assess the present global scenario and the main challenge of waste management to reduce the potential NP/MPs pollution to improve the eco-systems.",no,0.9,plastic pollution
60,Symmetric and asymmetric effect of energy consumption and CO2intensity on environmental quality: using nonlinear and asymmetric approach et al.,Vasichenko,2020,"This paper investigates the asymmetric impact of energy consumption and carbon dioxide (CO2) intensity on the environmental quality in Russia. The ecological footprint (a proxy for environmental quality) was used as a dependent variable, while independent variables include energy consumption, CO(2)intensity, and gross fixed capital formation as a proxy of capital for time series data spanning from 1992 to 2016. To examine the asymmetric cointegration between the selected variables, the nonlinear autoregressive distributed lag (NARDL) method was used. The structural break unit root and BDS tests were used to check data stationarity and nonlinearity, respectively. Besides, the asymmetric causality test in Gauss software was employed to check the causal relationship among the variables. Among the considered variables, the asymmetric cointegration was found. A significant unidirectional symmetric causality was found running from energy consumption to ecological footprint (Wald test = 3.956*) and from ecological footprint to capital (Wald test = 10.115**), while asymmetrically, ecological footprint granger cause energy consumption (Wald test = 6.054**) and capital (Wald test = 6.739**) respectively. On the contrary, a neutral effect was found between environmental quality and CO(2)intensity. From these findings, environmental policies are also discussed. Specifically, policymakers should support modern, controlled emission technologies, including nuclear and renewable energy sources and green portfolio investment.",no,0.75,energy consumption
61,Biogeochemical dynamics and bioaccumulation processes in Manila clam: Implications for biodiversity and ecosystem services in the Ria de Aveiro Lagoon et al.,Breda,2018,"The present work was carried out in the Ria de Aveiro Lagoon (Portugal) to better understand the dynamics driving the bioaccumulation processes in edible bivalves, namely in the Manila clam Ruditapes philippinarwn. For the first time, a holistic approach was applied, collecting data on sediment physico-chemical characteristics and its contamination, geochemical speciation and metal(loid) bioaccumulation in clams, from three exploited areas of the lagoon (Costa Nova, Torreira, ilhavo). The Ria de Aveiro Lagoon is part of the Natura 2000 network, has the designation of Special Protection Area (SPA), contains Sites of Community Importance (SCI), it is protected by the EU Birds Directive (79/109/CEE) and includes a natural reserve in its northern part. Specifically concerning the metal(loid) occurrence, the monitoring and the identification of contaminated sites in protected areas are priorities, to improve the biodiversity conservation efforts and to ensure the correct management of natural resources.Results showed that multiple driving forces interacted together to determine site-specific impacts, resulting in different risks at local scale for the transferring of the metal(loid)s to the trophic chain. Hydrodynamics played a major role driving the occurrence of depositional or ablative sites, influencing the granulometric composition of sediments and their contamination; metal(loid) chemical forms were then determinated by multiple factors like pH, redox potential and organic matter content. The geochemical speciation data showed that the ilhavo area should be considered the most dangerous in terms of clam consumption, since in case of environmental changes, possible conversion of the elements from the potentially bioavailable forms to the bioavailable ones can occur. Moreover, bioaccumulation processes in Manila clam were observed for Cd, Zn and especially As, the latter representing serious risk for consumer safety throughout clam consumption.",no,0.75,bioaccumulation
70,"Unexpected high methylmercury contents related to soil organic carbon and its molecular composition in wetland soils of the Yarlung Tsangbo River, Tibet et al.",Zhang,2020,"Deciphering the role of soil organic matter on methylmercury production in wetlands is an important environmental topic in Tibet, where is the province with the largest number of international rivers, including the Yarlung Tsangbo River. In this study, total mercury (THg) and methylmercury (MeHg) contents in soils from wetlands along the YTR were detected, and roles of the molecular composition of soil organic carbon (SOC) in the formation of MeHg were explained in detail by pyrolysis-gas chromatography/mass spectrometry technology (Py-GC/MS). On average, THg and MeHg contents were 62.9 ng/g and 5.88 ng/g, respectively. About 12.6% of total Hg was in the form of MeHg. Unexpected high methylmercury levels occurred in wetland soils along the YTR. The topsoils (0-20 cm) had more THg but less MeHg contents than those in subsoils (20-48 cm). The proportion of MeHg to THg (RHg) was higher in subsoils than in topsoils independent of wetland types. Correlations between THg, MeHg, and SOC were weak in topsoils but strong in subsoils. Lignin and phenol moieties of SOC pyrolysis products were significantly and positively related to THg in topsoils, while positive or negative correlations were found between THg, MeHg, and pyrolysis products of SOC in subsoils at p < 0.05 level. C/N ratios were negatively related to RHg to a significant level in both topsoils and subsoils. Hg/C ratios correlated negatively with C/N ratios in both topsoils and subsoils at the 0.001-level, and larger coefficients in subsoils confirmed that older and high decomposed soil organic matter generally have high levels of Hg. Principle component analysis indicated that THg contents were closely related to plant-derived organic compounds, and MeHg contents were closely related to phytoplankton-derived organic compounds. Our findings suggested that molecular compositions of soil organic matter are critical to MeHg presentence in wetland soils along the YTR.",no,0.75,methylmercury
